"Year","species","AbdOADiff","Model"
2095,690003,-1.45971102395313,"G"
2095,690005,-0.957035661964582,"G"
2095,690009,-8.6422000864583,"G"
2095,690010,-0.919518598587477,"G"
2095,690011,-2.38096849880363,"G"
2095,690013,-0.377696027495309,"G"
2095,690016,-5.26378203732369,"G"
2095,690018,-6.068560446518,"G"
2095,690022,-1.3115405132886,"G"
2095,690023,-2.75339361373733,"G"
2095,690024,-4.78291292888214,"G"
2095,690029,-4.51508978875492,"G"
2095,690030,-24.6205396761071,"G"
2095,690031,-2.1566045402883,"G"
2095,690032,-1.19376917785209,"G"
2095,690033,-6.73327963618915,"G"
2095,690036,-3.44576316346445,"G"
2095,690039,-0.891113615755862,"G"
2095,690042,-0.64572058098585,"G"
2095,690043,-0.0460939618631171,"G"
2095,690047,-3.95021290433481,"G"
2095,690049,-1.31458419756782,"G"
2095,690050,-0.267273325279282,"G"
2095,690051,-0.00758589571546509,"G"
2095,690052,-0.706754959997814,"G"
2095,690053,-0.144308500233283,"G"
2095,690054,-1.15966801781919,"G"
2095,690055,-2.23235132291165,"G"
2095,690059,-1.12393547683352,"G"
2095,690060,-13.8653782709948,"G"
2095,690064,-13.376467160434,"G"
2095,690065,-0.329612942729177,"G"
2095,690067,-0.939864552693951,"G"
2095,690069,-0.254373375750696,"G"
2095,690070,-5.91144361447366,"G"
2095,690071,-0.729442794485069,"G"
2095,690075,-1.57666294720185,"G"
2095,690076,-2.0825510801205,"G"
2095,690077,5.64280032873121e-05,"G"
2095,690078,-7.81106188419648,"G"
2095,690081,-2.10856886806128,"G"
2095,690082,-0.226479310386267,"G"
2095,690085,-1.28938898399904,"G"
2095,690087,-9.03385957504934,"G"
2095,690088,-1.43171234123354,"G"
2095,690089,-0.437720843097622,"G"
2095,690090,-2.97079591893782,"G"
2095,690091,-15.6338780729464,"G"
2095,690092,-1.44954531824717,"G"
2095,690100,-1.63919822318084,"G"
2095,690105,-0.315921941181159,"G"
2095,690109,-0.106385714368362,"G"
2095,690115,-2.28360416409404,"G"
2095,690119,-1.47779107105254,"G"
2095,690120,-0.91401952384188,"G"
2095,690122,-6.89259341788929,"G"
2095,690123,-3.2446717455459,"G"
2095,690124,-2.36771509945549,"G"
2095,690125,-0.972660530280944,"G"
2095,690126,-6.24984188648499,"G"
2095,690127,-2.54268840793565,"G"
2095,690133,-0.995308951484784,"G"
2095,690143,-1.21329933914429,"G"
2095,690146,-1.22012332373988,"G"
2095,690151,-1.38709247581076,"G"
2095,690156,-1.43258480922033,"G"
2095,690157,-7.60035554945472,"G"
2095,690158,-0.0654517714145104,"G"
2095,690161,-0.93691917022461,"G"
2095,690163,-1.23830473976998,"G"
2095,690166,8.08676896460626,"G"
2095,690168,-1.36609560817483,"G"
2095,690169,15.2724050561019,"G"
2095,690176,-0.139588512284755,"G"
2095,690180,38.8577087878903,"G"
2095,690185,-1.8514924327335,"G"
2095,690189,NA,"G"
2095,690190,-1.61031436816654,"G"
2095,690194,NA,"G"
2095,690196,5.99327594188651,"G"
2095,690198,-5.53213341271703,"G"
2095,690199,-0.280997194820313,"G"
2095,690201,-2.30311783308452,"G"
2095,690203,-3.33278631236598,"G"
2095,690205,-0.324280089669319,"G"
2095,690206,-0.976100908242781,"G"
2095,690215,-0.280239803408922,"G"
2095,690217,-0.000474253082572318,"G"
2095,690218,-0.966100700285693,"G"
2095,690219,-0.744728925500453,"G"
2095,690227,-1.12383281441567,"G"
2095,690228,-2.26876001221085,"G"
2095,690230,-0.111425864090194,"G"
2095,690232,-13.1600579477223,"G"
2095,690241,-4.08497004602597,"G"
2095,690242,-17.3900906554189,"G"
2095,690249,-0.732395861336924,"G"
2095,690253,-1.11128588761179,"G"
2095,690256,-2.02392284752635,"G"
2095,690257,-0.773903412284747,"G"
2095,690259,-7.32917482452797,"G"
2095,690265,-0.463184708887397,"G"
2095,690268,-0.906122877328912,"G"
2095,690269,-2.3889082407262,"G"
2095,690270,-18.1286826082882,"G"
2095,690271,-1.4837105846166,"G"
2095,690272,-1.16529335248295,"G"
2095,690273,-5.52593004448099e-05,"G"
2095,690274,0.426130972935034,"G"
2095,690275,-3.4928579159831,"G"
2095,690279,0.0370676155687448,"G"
2095,690282,-5.54850590188569,"G"
2095,690283,-13.0573692199926,"G"
2095,690284,-5.52155994064836,"G"
2095,690285,1.88695361250789,"G"
2095,690286,-13.9409466206171,"G"
2095,690287,-15.0591542674723,"G"
2095,690288,-1.03620177060129,"G"
2095,690296,-2.07419317109244,"G"
2095,690302,-2.54770677089699,"G"
2095,690303,0.00031323596969024,"G"
2095,690305,-2.05506843383007,"G"
2095,690309,7.43305175278639,"G"
2095,690313,-1.32057159013513,"G"
2095,690314,-17.640303561026,"G"
2095,690320,-0.96337122201615,"G"
2095,690321,-0.816642380856694,"G"
2095,690322,-0.00172916773339438,"G"
2095,690325,-0.0221368865150993,"G"
2095,690327,-0.971684094976503,"G"
2095,690328,-2.29245178842246,"G"
2095,690332,5.59832965501778,"G"
2095,690334,-0.530609618253088,"G"
2095,690335,-0.59743012648277,"G"
2095,690337,-19.0735033593776,"G"
2095,690338,-1.16876096026457,"G"
2095,690341,-2.89254092858629,"G"
2095,690343,-0.229460490564236,"G"
2095,690354,-2.49002713607358,"G"
2095,690356,-0.515103391469438,"G"
2095,690364,-5.06513944031821,"G"
2095,690370,-1.30469107954508,"G"
2095,690374,-21.5602078345619,"G"
2095,690377,-1.17438727149998,"G"
2095,690378,-0.641955282780118,"G"
2095,690379,-0.566907816746269,"G"
2095,690381,-3.4803311000779,"G"
2095,690383,-2.72457500540519,"G"
2095,690387,-4.81583073839808,"G"
2095,690392,-2.38275313458285,"G"
2095,690398,-29.1875609746287,"G"
2095,690400,-8.98045026294256,"G"
2095,690403,0.314932338427123,"G"
2095,690404,-0.172090288822769,"G"
2095,690411,-0.0242754751310201,"G"
2095,690420,-7.38471668488874,"G"
2095,690423,-20.5646377202403,"G"
2095,690425,-26.2499071400822,"G"
2095,690429,-10.08551853482,"G"
2095,690430,-3.52079092323765,"G"
2095,690432,3.37835588667098,"G"
2095,690433,-0.0329895277501588,"G"
2095,690434,-2.09420590308849,"G"
2095,690440,5.59006383794321,"G"
2095,690444,-18.1881816115614,"G"
2095,690445,-63.207505859122,"G"
2095,690470,-2.2586909952583,"G"
2095,690595,-0.941190432706573,"G"
2095,690598,-9.29853816712344,"G"
2095,690606,-0.00128957695421406,"G"
2095,690608,-3.22824600906566,"G"
2095,690609,0.000259488983580525,"G"
2095,690610,1.04035245458511,"G"
2095,690611,-58.81104397827,"G"
2095,690612,-2.31276288574493,"G"
2095,690615,-10.593898899205,"G"
2095,690616,0.0259043353035082,"G"
2095,690617,-12.8521351306619,"G"
2095,690618,-20.4327832283151,"G"
2095,690619,-0.238470724914869,"G"
2095,690621,-0.560430911372848,"G"
2095,690622,-1.22210203298231,"G"
2095,690624,-2.52037723313947e-05,"G"
2095,690625,-0.0138936354555135,"G"
2095,690628,10.0770432073282,"G"
2095,690629,-1.4235932809467,"G"
2095,690631,-4.80882665124702,"G"
2095,690651,-6.66193932500268,"G"
2095,690658,-14.685995161347,"G"
2095,690665,9.11117837794251,"G"
2095,690671,-3.40963585463383,"G"
2095,690674,-0.198570027376045,"G"
2095,690675,-35.9527369042258,"G"
2095,690676,-0.33966357077515,"G"
2095,690677,-8.21820500410882,"G"
2095,690678,-22.6307783812625,"G"
2095,690679,-0.569415579297726,"G"
2095,690680,-0.270823271169302,"G"
2095,690681,-1.00911430718012,"G"
2095,690682,-0.372872825554026,"G"
2095,690684,-0.900195350477659,"G"
2095,690686,-12.2655276942994,"G"
2095,690688,-5.56925357522912,"G"
2095,690690,-2.19583067828332,"G"
2095,690692,-0.156923731612885,"G"
2095,690693,10.3818945581853,"G"
2095,690694,-10.8816703183491,"G"
2095,690696,-0.756349232926649,"G"
2095,690750,-1.16426781767684,"G"
2095,690751,-6.98111616905728,"G"
2095,690003,-1.12661290738842,"I"
2095,690005,-0.285069790527587,"I"
2095,690009,-11.2461857109236,"I"
2095,690010,-0.564105683607988,"I"
2095,690011,-0.895352122424434,"I"
2095,690013,-0.182579183897923,"I"
2095,690016,-2.72978747295474,"I"
2095,690018,-1.427946978919,"I"
2095,690022,-1.66788834297348,"I"
2095,690023,-7.35584957663366,"I"
2095,690024,-10.5503907739406,"I"
2095,690029,-5.70533487468462,"I"
2095,690030,-24.98800509828,"I"
2095,690031,-3.36642472063399,"I"
2095,690032,-1.2604724565865,"I"
2095,690033,-6.42751798723346,"I"
2095,690036,4.90117875156541,"I"
2095,690039,-0.228151018438339,"I"
2095,690042,-0.129889059998973,"I"
2095,690043,-0.00283646783829994,"I"
2095,690047,-6.68141563196062,"I"
2095,690049,-1.72091825948084,"I"
2095,690050,-0.116750510520653,"I"
2095,690051,-0.0197042753361929,"I"
2095,690052,-0.776427418095384,"I"
2095,690053,-0.0735620567039739,"I"
2095,690054,-0.0321203764684412,"I"
2095,690055,-2.65344701504999,"I"
2095,690059,-0.657639449632555,"I"
2095,690060,-1.85565324945163,"I"
2095,690064,-6.97200257524959,"I"
2095,690065,-5.48037959230014,"I"
2095,690067,-1.1835330770227,"I"
2095,690069,-0.503966153808783,"I"
2095,690070,-2.69200306125938,"I"
2095,690071,-0.624638662837032,"I"
2095,690075,-0.684144981895649,"I"
2095,690076,-4.3437556097342,"I"
2095,690077,-8.2077457584262e-05,"I"
2095,690078,0.016999028252755,"I"
2095,690081,-6.0045164377456,"I"
2095,690082,-0.0464820842384128,"I"
2095,690085,-1.18052291294512,"I"
2095,690087,-10.1815183104699,"I"
2095,690088,-1.02144666740574,"I"
2095,690089,-0.18259596711102,"I"
2095,690090,-7.58011233137278,"I"
2095,690091,-14.376584402022,"I"
2095,690092,-0.54980530379007,"I"
2095,690100,-0.0800243744810558,"I"
2095,690105,-0.318953212385921,"I"
2095,690109,-0.120864873294085,"I"
2095,690115,-3.32817259152632,"I"
2095,690119,-0.521601280115135,"I"
2095,690120,-1.2052987919396,"I"
2095,690122,-9.79167288752503,"I"
2095,690123,-1.89350170953297,"I"
2095,690124,-1.62793133843785,"I"
2095,690125,-0.489759605064911,"I"
2095,690126,-3.6054594687553,"I"
2095,690127,-1.29966286212172,"I"
2095,690133,-2.82901483299513,"I"
2095,690143,-3.55414191206333,"I"
2095,690146,-2.16817764239859,"I"
2095,690151,-1.01900428284438,"I"
2095,690156,-0.607832779664875,"I"
2095,690157,-0.745309093533193,"I"
2095,690158,0.0140705214227204,"I"
2095,690161,-0.693513284488581,"I"
2095,690163,-3.56905558786497,"I"
2095,690166,0.12364592505557,"I"
2095,690168,0.871251781928819,"I"
2095,690169,24.1444022146564,"I"
2095,690176,-0.07339951408039,"I"
2095,690180,-0.543491713815906,"I"
2095,690185,-0.777687251638767,"I"
2095,690189,NA,"I"
2095,690190,-2.6071328660258,"I"
2095,690194,NA,"I"
2095,690196,-0.00155636980777274,"I"
2095,690198,-10.5892369084458,"I"
2095,690199,-0.129855464267498,"I"
2095,690201,-0.308146831892458,"I"
2095,690203,-2.51950203534155,"I"
2095,690205,-0.212231379082056,"I"
2095,690206,-1.25061145765719,"I"
2095,690215,-0.518983865248217,"I"
2095,690217,-0.000501359513307875,"I"
2095,690218,-5.93111974698351,"I"
2095,690219,-0.806619328283549,"I"
2095,690227,-0.710896778762731,"I"
2095,690228,-1.77103751855668,"I"
2095,690230,-0.0508182534337323,"I"
2095,690232,-7.84680333592468,"I"
2095,690241,-8.54868893451414,"I"
2095,690242,-41.0721585602084,"I"
2095,690249,-0.36258191055957,"I"
2095,690253,-0.324913241097785,"I"
2095,690256,5.86849206425264,"I"
2095,690257,-0.701153837604057,"I"
2095,690259,-0.692741417954196,"I"
2095,690265,-0.0703006341281065,"I"
2095,690268,-0.888270626351042,"I"
2095,690269,-1.26706111800686,"I"
2095,690270,-30.3118694479926,"I"
2095,690271,-0.991741364144026,"I"
2095,690272,-0.912587575975415,"I"
2095,690273,-0.000418434973653348,"I"
2095,690274,-0.333787423365045,"I"
2095,690275,-2.0167095677869,"I"
2095,690279,0.0270291702785386,"I"
2095,690282,0.0266066023870906,"I"
2095,690283,-8.25669907126733,"I"
2095,690284,-0.328487441700261,"I"
2095,690285,-0.000576550807338094,"I"
2095,690286,-14.7569907754244,"I"
2095,690287,-8.33408666193294,"I"
2095,690288,-0.0441134116765198,"I"
2095,690296,-2.37489378938987,"I"
2095,690302,-5.20132446023465,"I"
2095,690303,-0.00752094534857406,"I"
2095,690305,-0.386180744518347,"I"
2095,690309,0.790355767038932,"I"
2095,690313,-1.05527535699786,"I"
2095,690314,-6.88327934182597,"I"
2095,690320,0.0645369177731432,"I"
2095,690321,-0.658679648838609,"I"
2095,690322,-0.000133796385590301,"I"
2095,690325,-0.219379644869875,"I"
2095,690327,-0.817541842451623,"I"
2095,690328,-1.86498427291718,"I"
2095,690332,-12.1543427928656,"I"
2095,690334,-0.603280790001643,"I"
2095,690335,-0.493185975643037,"I"
2095,690337,-7.0617645402862,"I"
2095,690338,-1.69394416873428,"I"
2095,690341,-8.16199945063595,"I"
2095,690343,-0.339629123553742,"I"
2095,690354,-2.71099059043343,"I"
2095,690356,-0.240280019110116,"I"
2095,690364,-1.86894725470615,"I"
2095,690370,-1.98452469909448,"I"
2095,690374,-11.2517462494701,"I"
2095,690377,-1.36046283326959,"I"
2095,690378,-0.573582742522387,"I"
2095,690379,-0.260550902161553,"I"
2095,690381,-1.02923680686402,"I"
2095,690383,-10.3588364229921,"I"
2095,690387,-1.8972578078812,"I"
2095,690392,-1.25971238784518,"I"
2095,690398,-18.8566801786733,"I"
2095,690400,5.03752679255144,"I"
2095,690403,-0.405180050043928,"I"
2095,690404,-0.116320379713058,"I"
2095,690411,-3.98945942988007,"I"
2095,690420,-22.1169884633669,"I"
2095,690423,-9.05795402713619,"I"
2095,690425,-15.8456948299464,"I"
2095,690429,-10.1264194727594,"I"
2095,690430,-23.5575089114179,"I"
2095,690432,-0.301808224228232,"I"
2095,690433,-0.207140105770173,"I"
2095,690434,-1.22542320287335,"I"
2095,690440,-0.173164359622005,"I"
2095,690444,-0.229906371517,"I"
2095,690445,18.6331646579265,"I"
2095,690470,-2.37296216531788,"I"
2095,690595,-1.3501055618588,"I"
2095,690598,-2.63326956193862,"I"
2095,690606,-0.000653113657776316,"I"
2095,690608,-1.98927818591617,"I"
2095,690609,0.0158207044483376,"I"
2095,690610,-0.013086410233214,"I"
2095,690611,-6.84556987180358,"I"
2095,690612,-0.994855523048933,"I"
2095,690615,4.12010483760181,"I"
2095,690616,-0.0317688077187199,"I"
2095,690617,-0.535441871940776,"I"
2095,690618,11.8400539672145,"I"
2095,690619,0.134866923460727,"I"
2095,690621,-0.319688615146454,"I"
2095,690622,-2.79694454675937,"I"
2095,690624,1.6711956106974e-05,"I"
2095,690625,-0.00989330355094342,"I"
2095,690628,-0.000853940616707405,"I"
2095,690629,-1.06615707156781,"I"
2095,690631,-1.55741645324774,"I"
2095,690651,-1.03369645807761,"I"
2095,690658,-21.7165892192298,"I"
2095,690665,-1.6955304141216,"I"
2095,690671,-1.79533864842269,"I"
2095,690674,-0.175464521210073,"I"
2095,690675,-0.142941552250562,"I"
2095,690676,-0.189643011921554,"I"
2095,690677,0.0677591843562695,"I"
2095,690678,-21.4974939911912,"I"
2095,690679,-0.601156525063217,"I"
2095,690680,-0.0668296277068237,"I"
2095,690681,-1.66186756346433,"I"
2095,690682,-0.0951788944761063,"I"
2095,690684,-0.424126795204913,"I"
2095,690686,-8.92961858019559,"I"
2095,690688,-11.9063265628736,"I"
2095,690690,-0.845183544761724,"I"
2095,690692,-0.205927471354386,"I"
2095,690693,0.574339811488002,"I"
2095,690694,-4.16227043390696,"I"
2095,690696,-0.659889084333672,"I"
2095,690750,-0.842455027794334,"I"
2095,690751,-8.0424745746452,"I"
2095,690003,-1.91448871825822,"M"
2095,690005,-0.481648199345443,"M"
2095,690009,-7.23375960017624,"M"
2095,690010,-0.5164388170301,"M"
2095,690011,-3.96002063204185,"M"
2095,690013,-0.491304847003144,"M"
2095,690016,-10.4888703516888,"M"
2095,690018,-2.17920892831457,"M"
2095,690022,-1.01520134573625,"M"
2095,690023,-2.9988116945046,"M"
2095,690024,-4.91694181948904,"M"
2095,690029,-8.57415174423606,"M"
2095,690030,-13.1983497046574,"M"
2095,690031,-2.53067900983763,"M"
2095,690032,-0.884927858504089,"M"
2095,690033,-11.5364034502427,"M"
2095,690036,1.48249617816109,"M"
2095,690039,-0.536473879539841,"M"
2095,690042,-0.439928315383334,"M"
2095,690043,-0.00298622377533775,"M"
2095,690047,-2.99576585866092,"M"
2095,690049,-1.33927258877907,"M"
2095,690050,-0.18317026354034,"M"
2095,690051,-0.0311519973762309,"M"
2095,690052,-0.355665699541333,"M"
2095,690053,-0.217221344519735,"M"
2095,690054,1.40223725710547,"M"
2095,690055,-1.23184106574268,"M"
2095,690059,-1.39791150010102,"M"
2095,690060,-10.3295605690392,"M"
2095,690064,-12.1502894078571,"M"
2095,690065,-18.1295767992304,"M"
2095,690067,-1.04323815301315,"M"
2095,690069,2.06564407418838,"M"
2095,690070,-2.96867178902534,"M"
2095,690071,-0.547104970434482,"M"
2095,690075,-4.1807212868482,"M"
2095,690076,2.6387356692444,"M"
2095,690077,0.00016664983534298,"M"
2095,690078,10.8600987468622,"M"
2095,690081,1.3027788283902,"M"
2095,690082,-0.183260289098968,"M"
2095,690085,-1.24138944277015,"M"
2095,690087,-15.2048967977336,"M"
2095,690088,-0.930673015724125,"M"
2095,690089,-0.348641680764185,"M"
2095,690090,-6.45525306076382,"M"
2095,690091,-19.6980869011054,"M"
2095,690092,-0.923994835395852,"M"
2095,690100,-1.48514675411697,"M"
2095,690105,-0.329690859818285,"M"
2095,690109,-0.173493214553908,"M"
2095,690115,-6.55523821415595,"M"
2095,690119,-0.70897941291895,"M"
2095,690120,-0.459697123683839,"M"
2095,690122,-7.64142271444936,"M"
2095,690123,-1.45298189430788,"M"
2095,690124,-3.15764287181207,"M"
2095,690125,-0.679711266606354,"M"
2095,690126,-5.24238715359374,"M"
2095,690127,-1.60521293857279,"M"
2095,690133,-0.81051128874121,"M"
2095,690143,-0.601008806924725,"M"
2095,690146,-0.993592304251489,"M"
2095,690151,-0.711320830435987,"M"
2095,690156,-1.70445521718396,"M"
2095,690157,-5.85094706112609,"M"
2095,690158,-0.0599879593295967,"M"
2095,690161,-0.626449563217125,"M"
2095,690163,-0.547152254625253,"M"
2095,690166,4.26888305685075,"M"
2095,690168,-1.07537874275241,"M"
2095,690169,50.6905815092744,"M"
2095,690176,-0.116463530226238,"M"
2095,690180,3.059398827419,"M"
2095,690185,-1.6544250767698,"M"
2095,690189,NA,"M"
2095,690190,-0.769005379075551,"M"
2095,690194,NA,"M"
2095,690196,4.14931058876773,"M"
2095,690198,-8.08875440963959,"M"
2095,690199,-0.244213683979455,"M"
2095,690201,-2.1315255348884,"M"
2095,690203,-6.49344811736801,"M"
2095,690205,0.152109278845831,"M"
2095,690206,-0.713698026042081,"M"
2095,690215,-0.966153660288583,"M"
2095,690217,-0.000905527438906262,"M"
2095,690218,-0.750175391106993,"M"
2095,690219,-0.555034540464888,"M"
2095,690227,-0.962787690530064,"M"
2095,690228,-0.930671437939424,"M"
2095,690230,-0.322697477359927,"M"
2095,690232,-15.0418717942971,"M"
2095,690241,-12.3098477833421,"M"
2095,690242,-30.1394150074374,"M"
2095,690249,-0.741198751706701,"M"
2095,690253,-0.53770446429559,"M"
2095,690256,-0.776134585083887,"M"
2095,690257,-0.581349780652896,"M"
2095,690259,-4.72560032405909,"M"
2095,690265,2.1911569397228,"M"
2095,690268,-0.542072474574887,"M"
2095,690269,-2.41487544249532,"M"
2095,690270,-23.3649049414756,"M"
2095,690271,-1.38825595029489,"M"
2095,690272,-0.602161308809961,"M"
2095,690273,-8.5940393567796e-05,"M"
2095,690274,-0.383486913018878,"M"
2095,690275,-2.96880901929598,"M"
2095,690279,-0.192241317379622,"M"
2095,690282,-3.94359741762869,"M"
2095,690283,-7.16580408005602,"M"
2095,690284,-12.5561922064788,"M"
2095,690285,0.180609411964497,"M"
2095,690286,-4.89279269464309,"M"
2095,690287,6.70285157698915,"M"
2095,690288,NA,"M"
2095,690296,-2.42706969173017,"M"
2095,690302,-1.10937732772013,"M"
2095,690303,-0.0976894814888709,"M"
2095,690305,-0.776544144809397,"M"
2095,690309,7.66646319529583,"M"
2095,690313,-1.69263104016726,"M"
2095,690314,-23.9331272799139,"M"
2095,690320,-0.915818628350152,"M"
2095,690321,-0.631212755362657,"M"
2095,690322,-0.000465467786196605,"M"
2095,690325,-0.00294460707348776,"M"
2095,690327,-1.19843344820027,"M"
2095,690328,-1.00138982657973,"M"
2095,690332,14.234756395461,"M"
2095,690334,-0.462865206809923,"M"
2095,690335,-0.591873389985764,"M"
2095,690337,-18.7388603926193,"M"
2095,690338,0.677803782315737,"M"
2095,690341,-2.21286939349775,"M"
2095,690343,-0.483349576468378,"M"
2095,690354,-3.19698694272707,"M"
2095,690356,-0.253943919611956,"M"
2095,690364,-4.06294335972981,"M"
2095,690370,-1.19593288633431,"M"
2095,690374,-16.4600824162678,"M"
2095,690377,-0.976339468304865,"M"
2095,690378,-0.622758928768555,"M"
2095,690379,-0.424617829057667,"M"
2095,690381,-0.893139535529773,"M"
2095,690383,-1.21371734876724,"M"
2095,690387,-1.71628184564425,"M"
2095,690392,-1.43323845798268,"M"
2095,690398,-40.200610462507,"M"
2095,690400,-13.2130168750639,"M"
2095,690403,0.145629007805518,"M"
2095,690404,-0.141811048575192,"M"
2095,690411,7.81802702015624,"M"
2095,690420,-12.1933640634126,"M"
2095,690423,-5.60587971763371,"M"
2095,690425,-19.8188540706105,"M"
2095,690429,-6.5773228802517,"M"
2095,690430,-6.77259174432263,"M"
2095,690432,-0.137582009911867,"M"
2095,690433,-8.31679190154606,"M"
2095,690434,-1.8012073712753,"M"
2095,690440,NA,"M"
2095,690444,-7.85415199637794,"M"
2095,690445,-25.8892174894736,"M"
2095,690470,-1.31341618282804,"M"
2095,690595,-0.88940283608725,"M"
2095,690598,-3.24772829824699,"M"
2095,690606,-0.00268193464606981,"M"
2095,690608,-4.2520148015961,"M"
2095,690609,0.592556676802502,"M"
2095,690610,-0.412980129136197,"M"
2095,690611,-34.0737048988691,"M"
2095,690612,-2.18627349193361,"M"
2095,690615,-6.72642391124634,"M"
2095,690616,0.0102272519459206,"M"
2095,690617,-9.90113530271804,"M"
2095,690618,-11.298251947252,"M"
2095,690619,NA,"M"
2095,690621,-0.670208777113473,"M"
2095,690622,-1.72552308391979,"M"
2095,690624,-0.000169103429040973,"M"
2095,690625,-0.0124866711174754,"M"
2095,690628,-0.889726697613042,"M"
2095,690629,-0.951968822438712,"M"
2095,690631,-2.77983920488929,"M"
2095,690651,-2.81944118509031,"M"
2095,690658,-12.5400859650198,"M"
2095,690665,-5.29430815546218,"M"
2095,690671,-3.30620244396868,"M"
2095,690674,-0.198127930540934,"M"
2095,690675,-19.8468451896144,"M"
2095,690676,-0.258619752717266,"M"
2095,690677,-1.42969633592412,"M"
2095,690678,-28.8529094844254,"M"
2095,690679,-0.63011504931557,"M"
2095,690680,-0.201050937923394,"M"
2095,690681,-0.405373818572272,"M"
2095,690682,-0.255511839145036,"M"
2095,690684,-1.32574387908935,"M"
2095,690686,-20.2144249382752,"M"
2095,690688,-4.22139082903308,"M"
2095,690690,-1.552949654204,"M"
2095,690692,-0.149085771344039,"M"
2095,690693,6.51983063583279,"M"
2095,690694,-3.80097041138347,"M"
2095,690696,-0.78926385692877,"M"
2095,690750,-0.990333235988285,"M"
2095,690751,-8.84164496628709,"M"
